medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
2013000001,2013000001,VTS,2013-01-01 00:00:00,CSH,20.5,0.5,0.5,0,0,21.5
2013000002,2013000002,VTS,2013-01-01 00:00:00,CSH,6,0.5,0.5,0,0,7
2013000003,2013000003,VTS,2013-01-01 00:00:00,CRD,10.5,0.5,0.5,2.2,0,13.7
2013000004,2013000004,VTS,2013-01-01 00:00:00,CRD,8,0.5,0.5,1.7,0,10.7
2013000005,2013000005,VTS,2013-01-01 00:00:00,CRD,14.5,0.5,0.5,4.65,0,20.15
2013000006,2013000006,VTS,2013-01-01 00:00:00,CSH,28.5,0.5,0.5,0,4.8,34.3
2013000007,2013000007,VTS,2013-01-01 00:00:00,CRD,9,0.5,0.5,1.9,0,11.9
2013000008,2013000008,VTS,2013-01-01 00:00:00,CSH,5,0.5,0.5,0,0,6
2013000009,2013000009,CMT,2013-01-01 00:00:00,CRD,4,0.5,0.5,1,0,6
2013000010,2013000010,VTS,2013-01-01 00:00:00,CSH,14.5,0.5,0.5,0,0,15.5
2013000011,2013000011,VTS,2013-01-01 00:00:00,CRD,23,0.5,0.5,4.7,0,28.7
2013000012,2013000012,VTS,2013-01-01 00:00:00,CRD,25.5,0.5,0.5,4,0,30.5
2013000013,2013000013,VTS,2013-01-01 00:00:00,CRD,13,0.5,0.5,3,0,17
2013000014,2013000014,VTS,2013-01-01 00:00:00,CRD,5,0.5,0.5,1.65,0,7.65
2013000015,2013000015,VTS,2013-01-01 00:00:00,CSH,6,0.5,0.5,0,0,7
2013000016,2013000016,VTS,2013-01-01 00:00:00,CRD,9.5,0.5,0.5,2,0,12.5
2013000017,2013000017,VTS,2013-01-01 00:00:00,CRD,7,0.5,0.5,1.88,0,9.88
2013000018,2013000018,VTS,2013-01-01 00:00:00,CRD,7,0.5,0.5,2,0,10
2013000019,2013000019,CMT,2013-01-01 00:00:00,NOC,16.5,0.5,0.5,0,0,17.5
2013000020,2013000020,VTS,2013-01-01 00:00:00,CSH,4.5,0.5,0.5,0,0,5.5
2013000021,2013000021,VTS,2013-01-01 00:00:00,CRD,8,0.5,0.5,1.7,0,10.7
2013000022,2013000022,VTS,2013-01-01 00:00:00,CRD,90,0,0.5,0,10.25,100.75
2013000023,2013000023,VTS,2013-01-01 00:00:00,CSH,11.5,0.5,0.5,0,0,12.5
2013000024,2013000024,VTS,2013-01-01 00:00:00,CRD,4.5,0.5,0.5,1,0,6.5
2013000025,2013000025,VTS,2013-01-01 00:00:00,CRD,9,0.5,0.5,1.9,0,11.9
2013000026,2013000026,VTS,2013-01-01 00:00:00,CRD,9.5,0.5,0.5,2,0,12.5
2013000027,2013000027,VTS,2013-01-01 00:00:00,CSH,9,0.5,0.5,0,0,10
2013000028,2013000028,VTS,2013-01-01 00:00:00,CSH,13,0.5,0.5,0,0,14
2013000029,2013000029,VTS,2013-01-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2013000030,2013000030,VTS,2013-01-01 00:00:00,CSH,11,0.5,0.5,0,0,12
2013000031,2013000031,VTS,2013-01-01 00:00:00,CSH,19.5,0.5,0.5,0,0,20.5
2013000032,2013000032,VTS,2013-01-01 00:00:00,CSH,5.5,0.5,0.5,0,0,6.5
2013000033,2013000033,VTS,2013-01-01 00:00:00,CSH,12,0.5,0.5,0,0,13
2013000034,2013000034,VTS,2013-01-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2013000035,2013000035,VTS,2013-01-01 00:00:00,CSH,4.5,0.5,0.5,0,0,5.5
2013000036,2013000036,VTS,2013-01-01 00:00:00,CRD,15.5,0.5,0.5,3.2,0,19.7
2013000037,2013000037,VTS,2013-01-01 00:00:00,CRD,14,0.5,0.5,2,0,17
2013000038,2013000038,VTS,2013-01-01 00:00:00,CSH,15.5,0.5,0.5,0,0,16.5
2013000039,2013000039,VTS,2013-01-01 00:00:00,CRD,15,0.5,0.5,3,0,19
2013000040,2013000040,VTS,2013-01-01 00:00:00,CSH,15.5,0.5,0.5,0,0,16.5
2013000041,2013000041,VTS,2013-01-01 00:00:00,CSH,21.5,0.5,0.5,0,0,22.5
2013000042,2013000042,VTS,2013-01-01 00:00:00,CSH,16.5,0.5,0.5,0,0,17.5
2013000043,2013000043,VTS,2013-01-01 00:00:00,CSH,4.5,0.5,0.5,0,0,5.5
2013000044,2013000044,VTS,2013-01-01 00:00:00,CRD,6,0.5,0.5,1.3,0,8.3
2013000045,2013000045,VTS,2013-01-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2013000046,2013000046,VTS,2013-01-01 00:00:00,CRD,26,0.5,0.5,5.3,0,32.3
2013000047,2013000047,VTS,2013-01-01 00:00:00,CRD,4,0.5,0.5,0.9,0,5.9
2013000048,2013000048,VTS,2013-01-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2013000049,2013000049,VTS,2013-01-01 00:00:00,CSH,15,0.5,0.5,0,0,16
2013000050,2013000050,VTS,2013-01-01 00:00:00,CSH,6.5,0.5,0.5,0,0,7.5
2013000051,2013000051,VTS,2013-01-01 00:00:00,CSH,13,0.5,0.5,0,0,14
2013000052,2013000052,VTS,2013-01-01 00:00:00,CSH,5.5,0.5,0.5,0,0,6.5
2013000053,2013000053,VTS,2013-01-01 00:00:00,CSH,3.5,0.5,0.5,0,0,4.5
2013000054,2013000054,VTS,2013-01-01 00:00:00,CSH,30,0.5,0.5,0,0,31
2013000055,2013000055,VTS,2013-01-01 00:00:00,CSH,25.5,0.5,0.5,0,0,26.5
2013000056,2013000056,VTS,2013-01-01 00:00:00,CSH,10,0.5,0.5,0,0,11
2013000057,2013000057,VTS,2013-01-01 00:00:00,CRD,9.5,0.5,0.5,3.33,0,13.83
2013000058,2013000058,VTS,2013-01-01 00:00:00,CRD,24,0.5,0.5,2,0,27
2013000059,2013000059,VTS,2013-01-01 00:00:00,CRD,5.5,0.5,0.5,1,0,7.5
2013000060,2013000060,CMT,2013-01-01 00:00:01,CRD,9.5,0.5,0.5,0,0,10.5
2013000061,2013000061,CMT,2013-01-01 00:00:02,CSH,4.5,0.5,0.5,0,0,5.5
2013000062,2013000062,CMT,2013-01-01 00:00:03,NOC,18,0.5,0.5,0,0,19
2013000063,2013000063,CMT,2013-01-01 00:00:08,CSH,6,0.5,0.5,0,0,7
2013000064,2013000064,CMT,2013-01-01 00:00:09,CRD,14.5,0.5,0.5,0,0,15.5
2013000065,2013000065,CMT,2013-01-01 00:00:09,CSH,2.5,0.5,0.5,0,0,3.5
2013000066,2013000066,CMT,2013-01-01 00:00:10,CRD,5,0.5,0.5,1.5,0,7.5
2013000067,2013000067,CMT,2013-01-01 00:00:11,CSH,5,0.5,0.5,0,0,6
2013000068,2013000068,CMT,2013-01-01 00:00:13,CSH,12.5,0.5,0.5,0,0,13.5
2013000069,2013000069,CMT,2013-01-01 00:00:14,CRD,6.5,0.5,0.5,2,0,9.5
2013000070,2013000070,CMT,2013-01-01 00:00:14,CSH,3,0.5,0.5,0,0,4
2013000071,2013000071,CMT,2013-01-01 00:00:16,CSH,4.5,0.5,0.5,0,0,5.5
2013000072,2013000072,CMT,2013-01-01 00:00:16,CSH,13,0.5,0.5,0,0,14
2013000073,2013000073,CMT,2013-01-01 00:00:18,CSH,8,0.5,0.5,0,0,9
2013000074,2013000074,CMT,2013-01-01 00:00:19,CSH,12,1,0.5,0,0,13.5
2013000075,2013000075,CMT,2013-01-01 00:00:19,CSH,11,0.5,0.5,0,0,12
2013000076,2013000076,CMT,2013-01-01 00:00:20,CRD,15.5,0.5,0.5,3.3,0,19.8
2013000077,2013000077,CMT,2013-01-01 00:00:20,CSH,3,0.5,0.5,0,0,4
2013000078,2013000078,CMT,2013-01-01 00:00:21,CSH,24,0.5,0.5,0,0,25
2013000079,2013000079,CMT,2013-01-01 00:00:22,CSH,27.5,0.5,0.5,0,0,28.5
2013000080,2013000080,CMT,2013-01-01 00:00:23,CRD,24,0.5,0.5,5.96,4.8,35.76
2013000081,2013000081,CMT,2013-01-01 00:00:23,CSH,19,0.5,0.5,0,0,20
2013000082,2013000082,CMT,2013-01-01 00:00:23,CSH,33,0.5,0.5,0,0,34
2013000083,2013000083,CMT,2013-01-01 00:00:24,CSH,34,0.5,0.5,0,0,35
2013000084,2013000084,CMT,2013-01-01 00:00:25,CSH,4.5,0.5,0.5,0,0,5.5
2013000085,2013000085,CMT,2013-01-01 00:00:27,CSH,16.5,0.5,0.5,0,0,17.5
2013000086,2013000086,CMT,2013-01-01 00:00:27,CSH,7.5,0.5,0.5,0,0,8.5
2013000087,2013000087,CMT,2013-01-01 00:00:28,CSH,14.5,0.5,0.5,0,0,15.5
2013000088,2013000088,CMT,2013-01-01 00:00:30,CRD,7,0.5,0.5,1,0,9
2013000089,2013000089,CMT,2013-01-01 00:00:31,CSH,10,0,0.5,0,0,10.5
2013000090,2013000090,CMT,2013-01-01 00:00:32,CRD,15.5,0.5,0.5,4.12,0,20.62
2013000091,2013000091,CMT,2013-01-01 00:00:33,CRD,7.5,0.5,0.5,2.12,0,10.62
2013000092,2013000092,CMT,2013-01-01 00:00:34,CSH,6,0.5,0.5,0,0,7
2013000093,2013000093,CMT,2013-01-01 00:00:36,CSH,18.5,0.5,0.5,0,0,19.5
2013000094,2013000094,CMT,2013-01-01 00:00:40,CSH,3,0.5,0.5,0,0,4
2013000095,2013000095,CMT,2013-01-01 00:00:43,CSH,6.5,0.5,0.5,0,0,7.5
2013000096,2013000096,CMT,2013-01-01 00:00:44,CRD,23.5,0.5,0.5,2.8,0,27.3
2013000097,2013000097,CMT,2013-01-01 00:00:44,CRD,13.5,0.5,0.5,2.9,0,17.4
2013000098,2013000098,CMT,2013-01-01 00:00:44,CRD,15,0.5,0.5,1,0,17
2013000099,2013000099,CMT,2013-01-01 00:00:46,CSH,4,0.5,0.5,0,0,5
2013000100,2013000100,CMT,2013-01-01 00:00:47,CSH,10.5,0.5,0.5,0,0,11.5
2013000101,2013000101,CMT,2013-01-01 00:00:49,CSH,9.5,0.5,0.5,0,0,10.5
2013000102,2013000102,CMT,2013-01-01 00:00:50,CSH,5,0.5,0.5,0,0,6
2013000103,2013000103,CMT,2013-01-01 00:00:50,CRD,7.5,0.5,0.5,3,0,11.5
2013000104,2013000104,CMT,2013-01-01 00:00:53,CSH,8.5,0.5,0.5,0,0,9.5
2013000105,2013000105,CMT,2013-01-01 00:00:53,CSH,9,0.5,0.5,0,0,10
2013000106,2013000106,CMT,2013-01-01 00:00:54,CRD,8.5,0.5,0.5,0,0,9.5
2013000107,2013000107,CMT,2013-01-01 00:00:54,CRD,7,0.5,0.5,1.6,0,9.6
2013000108,2013000108,CMT,2013-01-01 00:00:54,CRD,10,0.5,0.5,2,0,13
2013000109,2013000109,CMT,2013-01-01 00:00:55,CRD,4.5,0.5,0.5,1.5,0,7
2013000110,2013000110,CMT,2013-01-01 00:00:56,CSH,16,0.5,0.5,0,0,17
2013000111,2013000111,CMT,2013-01-01 00:00:56,CSH,44,0.5,0.5,0,0,45
2013000112,2013000112,VTS,2013-01-01 00:01:00,CRD,7.5,0.5,0.5,1.6,0,10.1
2013000113,2013000113,VTS,2013-01-01 00:01:00,CRD,18.5,0.5,0.5,4.75,0,24.25
2013000114,2013000114,VTS,2013-01-01 00:01:00,CSH,29,0.5,0.5,0,0,30
2013000115,2013000115,VTS,2013-01-01 00:01:00,CSH,4,0.5,0.5,0,0,5
2013000116,2013000116,VTS,2013-01-01 00:01:00,CRD,34,0.5,0.5,0,0,35
2013000117,2013000117,VTS,2013-01-01 00:01:00,CSH,3.5,0.5,0.5,0,0,4.5
2013000118,2013000118,VTS,2013-01-01 00:01:00,CSH,5,0.5,0.5,0,0,6
2013000119,2013000119,VTS,2013-01-01 00:01:00,CSH,9.5,0.5,0.5,0,0,10.5
2013000120,2013000120,VTS,2013-01-01 00:01:00,CRD,3.5,0.5,0.5,0.8,0,5.3
2013000121,2013000121,VTS,2013-01-01 00:01:00,CSH,9,0.5,0.5,0,0,10
2013000122,2013000122,VTS,2013-01-01 00:01:00,CRD,12.5,0.5,0.5,10,0,23.5
2013000123,2013000123,VTS,2013-01-01 00:01:00,CSH,6.5,0.5,0.5,0,0,7.5
2013000124,2013000124,VTS,2013-01-01 00:01:00,CSH,6,0.5,0.5,0,0,7
2013000125,2013000125,VTS,2013-01-01 00:01:00,CRD,12.5,0.5,0.5,2,0,15.5
2013000126,2013000126,VTS,2013-01-01 00:01:00,CSH,11,0.5,0.5,0,0,12
2013000127,2013000127,VTS,2013-01-01 00:01:00,CSH,12.5,0.5,0.5,0,0,13.5
2013000128,2013000128,VTS,2013-01-01 00:01:00,CSH,4.5,0.5,0.5,0,0,5.5
2013000129,2013000129,VTS,2013-01-01 00:01:00,CSH,7,0.5,0.5,0,0,8
2013000130,2013000130,VTS,2013-01-01 00:01:00,CRD,52,0,0.5,10.4,4.8,67.7
2013000131,2013000131,VTS,2013-01-01 00:01:00,CSH,12,0.5,0.5,0,0,13
2013000132,2013000132,VTS,2013-01-01 00:01:00,CSH,8.5,0.5,0.5,0,0,9.5
2013000133,2013000133,VTS,2013-01-01 00:01:00,CSH,16.5,0.5,0.5,0,0,17.5
2013000134,2013000134,VTS,2013-01-01 00:01:00,CSH,13.5,0.5,0.5,0,0,14.5
2013000135,2013000135,VTS,2013-01-01 00:01:00,CSH,12,0.5,0.5,0,0,13
2013000136,2013000136,VTS,2013-01-01 00:01:00,CRD,7,0.5,0.5,1.5,0,9.5
2013000137,2013000137,VTS,2013-01-01 00:01:00,CSH,2.5,0.5,0.5,0,0,3.5
2013000138,2013000138,VTS,2013-01-01 00:01:00,CSH,13,0.5,0.5,0,0,14
2013000139,2013000139,VTS,2013-01-01 00:01:00,CRD,50,0.5,0.5,5,0,56
2013000140,2013000140,VTS,2013-01-01 00:01:00,CRD,4,0.5,0.5,0,0,5
2013000141,2013000141,VTS,2013-01-01 00:01:00,CRD,6,0.5,0.5,1.3,0,8.3
2013000142,2013000142,VTS,2013-01-01 00:01:00,CSH,4,0.5,0.5,0,0,5
2013000143,2013000143,VTS,2013-01-01 00:01:00,CRD,21.5,0.5,0.5,6.6,0,29.1
2013000144,2013000144,VTS,2013-01-01 00:01:00,CSH,6.5,0.5,0.5,0,0,7.5
2013000145,2013000145,VTS,2013-01-01 00:01:00,CRD,13,0.5,0.5,2.7,0,16.7
2013000146,2013000146,VTS,2013-01-01 00:01:00,CRD,8.5,0.5,0.5,1.8,0,11.3
2013000147,2013000147,CMT,2013-01-01 00:01:00,CRD,15,0.5,0.5,3.2,0,19.2
2013000148,2013000148,VTS,2013-01-01 00:01:00,CRD,27.5,0.5,0.5,5.6,0,34.1
2013000149,2013000149,VTS,2013-01-01 00:01:00,CRD,9.5,0.5,0.5,2,0,12.5
2013000150,2013000150,VTS,2013-01-01 00:01:00,CSH,7.5,0.5,0.5,0,0,8.5
2013000151,2013000151,VTS,2013-01-01 00:01:00,CSH,19,0.5,0.5,0,0,20
2013000152,2013000152,VTS,2013-01-01 00:01:00,CSH,7.5,0.5,0.5,0,0,8.5
2013000153,2013000153,VTS,2013-01-01 00:01:00,CRD,5,0.5,0.5,1.1,0,7.1
2013000154,2013000154,VTS,2013-01-01 00:01:00,CSH,8.5,0.5,0.5,0,0,9.5
2013000155,2013000155,VTS,2013-01-01 00:01:00,CSH,6,0.5,0.5,0,0,7
2013000156,2013000156,VTS,2013-01-01 00:01:00,CRD,4.5,0.5,0.5,1.25,0,6.75
2013000157,2013000157,VTS,2013-01-01 00:01:00,CRD,14,0.5,0.5,2.9,0,17.9
2013000158,2013000158,VTS,2013-01-01 00:01:00,CSH,8.5,0.5,0.5,0,0,9.5
2013000159,2013000159,VTS,2013-01-01 00:01:00,CSH,16,0.5,0.5,0,0,17
2013000160,2013000160,VTS,2013-01-01 00:01:00,CRD,8,0.5,0.5,1.5,0,10.5
2013000161,2013000161,VTS,2013-01-01 00:01:00,CRD,21.5,0.5,0.5,0,0,22.5
2013000162,2013000162,VTS,2013-01-01 00:01:00,CRD,9,0.5,0.5,1.9,0,11.9
2013000163,2013000163,VTS,2013-01-01 00:01:00,CSH,4,0.5,0.5,0,0,5
2013000164,2013000164,VTS,2013-01-01 00:01:00,CSH,7,0.5,0.5,0,0,8
2013000165,2013000165,VTS,2013-01-01 00:01:00,CSH,33.5,0.5,0.5,0,0,34.5
2013000166,2013000166,VTS,2013-01-01 00:01:00,CSH,4.5,0.5,0.5,0,0,5.5
2013000167,2013000167,VTS,2013-01-01 00:01:00,CSH,7.5,0.5,0.5,0,0,8.5
2013000168,2013000168,VTS,2013-01-01 00:01:00,CRD,7,0.5,0.5,2,0,10
2013000169,2013000169,VTS,2013-01-01 00:01:00,CRD,14,0.5,0.5,2,0,17
2013000170,2013000170,VTS,2013-01-01 00:01:00,CRD,4.5,0.5,0.5,0,0,5.5
2013000171,2013000171,VTS,2013-01-01 00:01:00,CSH,3,0.5,0.5,0,0,4
2013000172,2013000172,VTS,2013-01-01 00:01:00,CSH,7.5,0.5,0.5,0,0,8.5
2013000173,2013000173,CMT,2013-01-01 00:01:01,CSH,21.5,0.5,0.5,0,0,22.5
2013000174,2013000174,CMT,2013-01-01 00:01:01,CSH,8,0.5,0.5,0,0,9
2013000175,2013000175,CMT,2013-01-01 00:01:01,CSH,6.5,0.5,0.5,0,0,7.5
2013000176,2013000176,CMT,2013-01-01 00:01:02,CSH,26,0.5,0.5,0,0,27
2013000177,2013000177,CMT,2013-01-01 00:01:02,CRD,22,0.5,0.5,6.95,4.8,34.75
2013000178,2013000178,CMT,2013-01-01 00:01:03,CRD,12,0.5,0.5,3.25,0,16.25
2013000179,2013000179,CMT,2013-01-01 00:01:04,CRD,13,0.5,0.5,4.2,0,18.2
2013000180,2013000180,CMT,2013-01-01 00:01:04,CSH,25,0.5,0.5,0,0,26
2013000181,2013000181,CMT,2013-01-01 00:01:04,CSH,7.5,0.5,0.5,0,0,8.5
2013000182,2013000182,CMT,2013-01-01 00:01:05,CRD,5,0.5,0.5,1,0,7
2013000183,2013000183,CMT,2013-01-01 00:01:07,CRD,14,0.5,0.5,3.75,0,18.75
2013000184,2013000184,CMT,2013-01-01 00:01:08,CSH,5.5,0.5,0.5,0,0,6.5
2013000185,2013000185,CMT,2013-01-01 00:01:09,CRD,23,0.5,0.5,1,0,25
2013000186,2013000186,CMT,2013-01-01 00:01:09,CRD,6.5,0.5,0.5,1,0,8.5
2013000187,2013000187,CMT,2013-01-01 00:01:10,CSH,6.5,0.5,0.5,0,0,7.5
2013000188,2013000188,CMT,2013-01-01 00:01:12,CRD,5.5,0.5,0.5,1.3,0,7.8
2013000189,2013000189,CMT,2013-01-01 00:01:15,CSH,17,0.5,0.5,0,0,18
2013000190,2013000190,CMT,2013-01-01 00:01:18,CSH,6,0.5,0.5,0,0,7
2013000191,2013000191,CMT,2013-01-01 00:01:19,CRD,14.5,0.5,0.5,1,0,16.5
2013000192,2013000192,CMT,2013-01-01 00:01:20,CRD,8.5,0.5,0.5,1.9,0,11.4
2013000193,2013000193,CMT,2013-01-01 00:01:22,CSH,23.5,0.5,0.5,0,0,24.5
2013000194,2013000194,CMT,2013-01-01 00:01:22,CSH,7.5,0.5,0.5,0,0,8.5
2013000195,2013000195,CMT,2013-01-01 00:01:23,CRD,5.5,0.5,0.5,1.62,0,8.12
2013000196,2013000196,CMT,2013-01-01 00:01:26,CRD,4.5,0.5,0.5,1.1,0,6.6
2013000197,2013000197,CMT,2013-01-01 00:01:28,CSH,9,0.5,0.5,0,0,10
2013000198,2013000198,CMT,2013-01-01 00:01:29,CRD,26,0.5,0.5,6.75,0,33.75
2013000199,2013000199,CMT,2013-01-01 00:01:29,CSH,6.5,0.5,0.5,0,0,7.5
2013000200,2013000200,CMT,2013-01-01 00:01:29,CSH,6,0.5,0.5,0,0,7
2013000201,2013000201,CMT,2013-01-01 00:01:31,CSH,4.5,0.5,0.5,0,0,5.5
2013000202,2013000202,CMT,2013-01-01 00:01:32,CSH,4.5,0.5,0.5,0,0,5.5
2013000203,2013000203,CMT,2013-01-01 00:01:34,CSH,6.5,0.5,0.5,0,0,7.5
2013000204,2013000204,CMT,2013-01-01 00:01:35,CSH,8,0.5,0.5,0,0,9
2013000205,2013000205,CMT,2013-01-01 00:01:35,CSH,4.5,0.5,0.5,0,0,5.5
2013000206,2013000206,CMT,2013-01-01 00:01:35,CSH,6,0.5,0.5,0,0,7
2013000207,2013000207,CMT,2013-01-01 00:01:35,DIS,2.5,0.5,0.5,0,0,3.5
2013000208,2013000208,CMT,2013-01-01 00:01:36,CRD,11,0.5,0.5,1,0,13
2013000209,2013000209,CMT,2013-01-01 00:01:37,CSH,9.5,0.5,0.5,0,0,10.5
2013000210,2013000210,CMT,2013-01-01 00:01:40,CSH,12,0.5,0.5,0,0,13
2013000211,2013000211,CMT,2013-01-01 00:01:40,CSH,4,0.5,0.5,0,0,5
2013000212,2013000212,CMT,2013-01-01 00:01:41,CSH,11,0.5,0.5,0,0,12
2013000213,2013000213,CMT,2013-01-01 00:01:41,CRD,13,0.5,0.5,2.8,0,16.8
2013000214,2013000214,CMT,2013-01-01 00:01:43,CRD,8.5,0.5,0.5,2.35,0,11.85
2013000215,2013000215,CMT,2013-01-01 00:01:47,CSH,17.5,0.5,0.5,0,0,18.5
2013000216,2013000216,CMT,2013-01-01 00:01:47,CSH,5.5,0.5,0.5,0,0,6.5
2013000217,2013000217,CMT,2013-01-01 00:01:50,CSH,13,0.5,0.5,0,0,14
2013000218,2013000218,CMT,2013-01-01 00:01:51,CSH,10.5,0.5,0.5,0,0,11.5
2013000219,2013000219,CMT,2013-01-01 00:01:52,CRD,12.5,0.5,0.5,0,0,13.5
2013000220,2013000220,CMT,2013-01-01 00:01:53,CSH,15,0.5,0.5,0,0,16
2013000221,2013000221,CMT,2013-01-01 00:01:54,CRD,19,0.5,0.5,1,0,21
2013000222,2013000222,CMT,2013-01-01 00:01:54,CSH,13,0.5,0.5,0,0,14
2013000223,2013000223,CMT,2013-01-01 00:01:55,CRD,13.5,0.5,0.5,2.9,0,17.4
2013000224,2013000224,CMT,2013-01-01 00:01:57,CSH,6,0.5,0.5,0,0,7
2013000225,2013000225,CMT,2013-01-01 00:01:57,CSH,4,0.5,0.5,0,0,5
2013000226,2013000226,CMT,2013-01-01 00:01:57,CSH,10.5,0.5,0.5,0,0,11.5
2013000227,2013000227,CMT,2013-01-01 00:01:58,CSH,8.5,0.5,0.5,0,0,9.5
2013000228,2013000228,CMT,2013-01-01 00:01:59,CRD,11.5,0.5,0.5,3.1,0,15.6
2013000229,2013000229,CMT,2013-01-01 00:01:59,CSH,11,0.5,0.5,0,0,12
2013000230,2013000230,VTS,2013-01-01 00:02:00,CRD,2.5,0.5,0.5,0.25,0,3.75
2013000231,2013000231,VTS,2013-01-01 00:02:00,CRD,4.25,0,0,0,0,4.25
2013000232,2013000232,VTS,2013-01-01 00:02:00,CSH,4.5,0.5,0.5,0,0,5.5
2013000233,2013000233,VTS,2013-01-01 00:02:00,CSH,10.5,0.5,0.5,0,0,11.5
2013000234,2013000234,VTS,2013-01-01 00:02:00,CRD,13.5,0.5,0.5,2.8,0,17.3
2013000235,2013000235,VTS,2013-01-01 00:02:00,CRD,7,0.5,0.5,1,0,9
2013000236,2013000236,VTS,2013-01-01 00:02:00,CSH,8.5,0.5,0.5,0,0,9.5
2013000237,2013000237,VTS,2013-01-01 00:02:00,CSH,13.5,0.5,0.5,0,0,14.5
2013000238,2013000238,VTS,2013-01-01 00:02:00,CRD,7.5,0.5,0.5,3.3,0,11.8
2013000239,2013000239,VTS,2013-01-01 00:02:00,CSH,4.5,0.5,0.5,0,0,5.5
2013000240,2013000240,VTS,2013-01-01 00:02:00,CSH,7,0.5,0.5,0,0,8
2013000241,2013000241,VTS,2013-01-01 00:02:00,CSH,37,0.5,0.5,0,0,38
2013000242,2013000242,VTS,2013-01-01 00:02:00,CSH,27,0,0.5,0,0,27.5
2013000243,2013000243,VTS,2013-01-01 00:02:00,CRD,10.5,0.5,0.5,2.2,0,13.7
2013000244,2013000244,VTS,2013-01-01 00:02:00,CSH,9,0.5,0.5,0,0,10
2013000245,2013000245,VTS,2013-01-01 00:02:00,CSH,12.5,0.5,0.5,0,0,13.5
2013000246,2013000246,VTS,2013-01-01 00:02:00,CRD,7.5,0.5,0.5,1.6,0,10.1
2013000247,2013000247,VTS,2013-01-01 00:02:00,CSH,9.5,0.5,0.5,0,0,10.5
2013000248,2013000248,VTS,2013-01-01 00:02:00,CSH,5.5,0.5,0.5,0,0,6.5
2013000249,2013000249,VTS,2013-01-01 00:02:00,CRD,12.5,0.5,0.5,3.9,0,17.4
2013000250,2013000250,VTS,2013-01-01 00:02:00,CSH,11.5,0.5,0.5,0,0,12.5
2013000251,2013000251,VTS,2013-01-01 00:02:00,CSH,35.5,0.5,0.5,0,4.8,41.3
2013000252,2013000252,VTS,2013-01-01 00:02:00,CSH,21,0.5,0.5,0,0,22
2013000253,2013000253,VTS,2013-01-01 00:02:00,CRD,15,0.5,0.5,3.88,0,19.88
2013000254,2013000254,VTS,2013-01-01 00:02:00,CRD,8.5,0.5,0.5,2.25,0,11.75
2013000255,2013000255,VTS,2013-01-01 00:02:00,CRD,14,0.5,0.5,4.35,0,19.35
2013000256,2013000256,VTS,2013-01-01 00:02:00,CSH,7,0.5,0.5,0,0,8
2013000257,2013000257,VTS,2013-01-01 00:02:00,CSH,22.5,0.5,0.5,0,0,23.5
2013000258,2013000258,VTS,2013-01-01 00:02:00,CSH,10,0.5,0.5,0,0,11
2013000259,2013000259,VTS,2013-01-01 00:02:00,CSH,4,0.5,0.5,0,0,5
2013000260,2013000260,VTS,2013-01-01 00:02:00,CRD,14.5,0.5,0.5,3,0,18.5
2013000261,2013000261,VTS,2013-01-01 00:02:00,CRD,22.5,0.5,0.5,3.7,4.8,32
2013000262,2013000262,VTS,2013-01-01 00:02:00,CSH,5.5,0.5,0.5,0,0,6.5
2013000263,2013000263,VTS,2013-01-01 00:02:00,CSH,7.5,0.5,0.5,0,0,8.5
2013000264,2013000264,VTS,2013-01-01 00:02:00,CRD,24.5,0.5,0.5,6.25,4.8,36.55
2013000265,2013000265,VTS,2013-01-01 00:02:00,CSH,8,0.5,0.5,0,0,9
2013000266,2013000266,VTS,2013-01-01 00:02:00,CRD,30,0.5,0.5,6.1,4.8,41.9
2013000267,2013000267,VTS,2013-01-01 00:02:00,CSH,12,0.5,0.5,0,0,13
2013000268,2013000268,VTS,2013-01-01 00:02:00,CRD,13,0.5,0.5,2.7,0,16.7
2013000269,2013000269,VTS,2013-01-01 00:02:00,CSH,15,0.5,0.5,0,0,16
2013000270,2013000270,VTS,2013-01-01 00:02:00,CRD,10.5,0.5,0.5,1.3,0,12.8
2013000271,2013000271,VTS,2013-01-01 00:02:00,CRD,8.5,0.5,0.5,1.8,0,11.3
2013000272,2013000272,VTS,2013-01-01 00:02:00,CRD,27,0.5,0.5,8,0,36
2013000273,2013000273,VTS,2013-01-01 00:02:00,CSH,16,0.5,0.5,0,0,17
2013000274,2013000274,VTS,2013-01-01 00:02:00,CSH,5.5,0.5,0.5,0,0,6.5
2013000275,2013000275,VTS,2013-01-01 00:02:00,CSH,8,0.5,0.5,0,0,9
2013000276,2013000276,VTS,2013-01-01 00:02:00,CSH,6.5,0.5,0.5,0,0,7.5
2013000277,2013000277,VTS,2013-01-01 00:02:00,CSH,14,0.5,0.5,0,0,15
2013000278,2013000278,VTS,2013-01-01 00:02:00,CSH,7,0.5,0.5,0,0,8
2013000279,2013000279,VTS,2013-01-01 00:02:00,CSH,10.5,0.5,0.5,0,0,11.5
