medallion, hack_license, vendor_id, pickup_datetime, payment_type, fare_amount, surcharge, mta_tax, tip_amount, tolls_amount, total_amount
2013002718,2013002715,CMT,2013-01-01 00:10:26,CRD,13.5,0.5,0.5,2,0,16.5
2013002719,2013002716,CMT,2013-01-01 00:10:27,CSH,10.5,0.5,0.5,0,0,11.5
2013002720,2013002717,CMT,2013-01-01 00:10:27,CSH,6.5,0.5,0.5,0,0,7.5
2013002721,2013002718,CMT,2013-01-01 00:10:27,CSH,6.5,0.5,0.5,0,0,7.5
2013002722,2013002719,CMT,2013-01-01 00:10:27,CSH,8,0.5,0.5,0,0,9
2013002723,2013002720,CMT,2013-01-01 00:10:27,CSH,5.5,0.5,0.5,0,0,6.5
2013000563,2013000561,CMT,2013-01-01 00:10:28,CSH,6,0.5,0.5,0,0,7
2013002724,2013002721,CMT,2013-01-01 00:10:28,CSH,9,0.5,0.5,0,0,10
2013002725,2013002722,CMT,2013-01-01 00:10:29,CSH,10,0.5,0.5,0,0,11
2013002726,2013002723,CMT,2013-01-01 00:10:29,CSH,15.5,0.5,0.5,0,0,16.5
2013001041,2013001038,CMT,2013-01-01 00:10:30,CRD,9,0.5,0.5,1,0,11
2013002727,2013002724,CMT,2013-01-01 00:10:30,CRD,8,0.5,0.5,1.8,0,10.8
2013002728,2013002725,CMT,2013-01-01 00:10:30,CSH,21.5,0.5,0.5,0,0,22.5
2013001682,2013001679,CMT,2013-01-01 00:10:30,CSH,4.5,0.5,0.5,0,0,5.5
2013002729,2013002726,CMT,2013-01-01 00:10:31,CSH,5.5,0.5,0.5,0,0,6.5
2013002730,2013002727,CMT,2013-01-01 00:10:31,CSH,7.5,0.5,0.5,0,0,8.5
2013002731,2013002728,CMT,2013-01-01 00:10:31,CRD,13,0.5,0.5,3.5,0,17.5
2013002732,2013002729,CMT,2013-01-01 00:10:32,CSH,4.5,0.5,0.5,0,0,5.5
2013002733,2013002730,CMT,2013-01-01 00:10:32,CSH,5.5,0.5,0.5,0,0,6.5
2013002734,2013002731,CMT,2013-01-01 00:10:33,CRD,11,0,0.5,2.3,0,13.8
2013002735,2013002732,CMT,2013-01-01 00:10:34,CSH,10.5,0.5,0.5,0,0,11.5
2013002736,2013002733,CMT,2013-01-01 00:10:34,CRD,10.5,0.5,0.5,0,0,11.5
2013002737,2013002734,CMT,2013-01-01 00:10:34,CRD,22.5,0.5,0.5,3,0,26.5
2013002738,2013002735,CMT,2013-01-01 00:10:35,CSH,5,0.5,0.5,0,0,6
2013002739,2013002736,CMT,2013-01-01 00:10:35,CSH,7,0.5,0.5,0,0,8
2013002740,2013002737,CMT,2013-01-01 00:10:35,CRD,6.5,0.5,0.5,2,0,9.5
2013002741,2013002738,CMT,2013-01-01 00:10:36,CRD,26,0.5,0.5,1,0,28
2013002742,2013002739,CMT,2013-01-01 00:10:36,CSH,6,0.5,0.5,0,0,7
2013002743,2013002740,CMT,2013-01-01 00:10:36,CSH,6,0.5,0.5,0,0,7
2013002744,2013002741,CMT,2013-01-01 00:10:36,CSH,9.5,0.5,0.5,0,0,10.5
2013002745,2013002742,CMT,2013-01-01 00:10:37,CSH,6.5,0.5,0.5,0,0,7.5
2013002746,2013002743,CMT,2013-01-01 00:10:37,CRD,19.5,0.5,0.5,5.12,0,25.62
2013002747,2013002744,CMT,2013-01-01 00:10:37,CRD,17,0.5,0.5,3.4,0,21.4
2013002748,2013002745,CMT,2013-01-01 00:10:37,CRD,6.5,0,0.5,1.4,0,8.4
2013002749,2013002746,CMT,2013-01-01 00:10:37,CSH,7.5,0.5,0.5,0,0,8.5
2013000478,2013000476,CMT,2013-01-01 00:10:37,NOC,33.5,0.5,0.5,0,0,34.5
2013002750,2013002747,CMT,2013-01-01 00:10:37,CRD,29,0.5,0.5,7.5,0,37.5
2013002751,2013002748,CMT,2013-01-01 00:10:38,CRD,13.5,0.5,0.5,3.6,0,18.1
2013002752,2013002749,CMT,2013-01-01 00:10:38,CSH,14.5,0.5,0.5,0,0,15.5
2013002753,2013002750,CMT,2013-01-01 00:10:39,CSH,6.5,0.5,0.5,0,0,7.5
2013002754,2013002751,CMT,2013-01-01 00:10:39,CRD,17.5,0.5,0.5,3.7,0,22.2
2013002755,2013002752,CMT,2013-01-01 00:10:39,CRD,28,0.5,0.5,7.25,0,36.25
2013002756,2013002753,CMT,2013-01-01 00:10:40,CSH,12.5,0.5,0.5,0,0,13.5
2013002757,2013002754,CMT,2013-01-01 00:10:40,CRD,40,0.5,0.5,8.2,0,49.2
2013002758,2013002755,CMT,2013-01-01 00:10:40,CRD,6,0.5,0.5,1.4,0,8.4
2013002759,2013002756,CMT,2013-01-01 00:10:40,CRD,5,0.5,0.5,0.75,0,6.75
2013002760,2013002757,CMT,2013-01-01 00:10:41,CSH,13,0.5,0.5,0,0,14
2013002761,2013002758,CMT,2013-01-01 00:10:41,CRD,6.5,0.5,0.5,1.5,0,9
2013002762,2013002759,CMT,2013-01-01 00:10:41,CSH,3.5,0.5,0.5,0,0,4.5
2013002763,2013002760,CMT,2013-01-01 00:10:42,CRD,5.5,0.5,0.5,1.3,0,7.8
2013002764,2013002761,CMT,2013-01-01 00:10:42,CSH,6.5,0.5,0.5,0,0,7.5
2013002765,2013002762,CMT,2013-01-01 00:10:42,CSH,33,0.5,0.5,0,0,34
2013002766,2013002763,CMT,2013-01-01 00:10:42,CRD,14,0.5,0.5,1.5,0,16.5
2013002767,2013002764,CMT,2013-01-01 00:10:42,CSH,6.5,0.5,0.5,0,0,7.5
2013001309,2013001306,CMT,2013-01-01 00:10:43,CSH,4.5,0.5,0.5,0,0,5.5
2013002768,2013002765,CMT,2013-01-01 00:10:43,CRD,15,0.5,0.5,3.2,0,19.2
2013002769,2013002766,CMT,2013-01-01 00:10:43,CSH,5.5,0.5,0.5,0,0,6.5
2013000205,2013000205,CMT,2013-01-01 00:10:44,CRD,8.5,0.5,0.5,1,0,10.5
2013002770,2013002767,CMT,2013-01-01 00:10:44,CRD,38,0.5,0.5,0,0,39
2013002771,2013002768,CMT,2013-01-01 00:10:45,CSH,11,0.5,0.5,0,0,12
2013002772,2013002769,CMT,2013-01-01 00:10:45,CRD,7.5,0.5,0.5,1,0,9.5
2013002773,2013002770,CMT,2013-01-01 00:10:45,CSH,4,0.5,0.5,0,0,5
2013002774,2013002771,CMT,2013-01-01 00:10:45,CSH,3,0.5,0.5,0,0,4
2013002775,2013002772,CMT,2013-01-01 00:10:45,CRD,12.5,0.5,0.5,2.7,0,16.2
2013002776,2013002773,CMT,2013-01-01 00:10:46,CSH,26,0.5,0.5,0,0,27
2013002777,2013002774,CMT,2013-01-01 00:10:46,CSH,7.5,0.5,0.5,0,0,8.5
2013002778,2013002775,CMT,2013-01-01 00:10:46,CSH,9.5,0.5,0.5,0,0,10.5
2013000216,2013000216,CMT,2013-01-01 00:10:46,CSH,12,0.5,0.5,0,0,13
2013001379,2013001376,CMT,2013-01-01 00:10:46,CSH,13.5,0.5,0.5,0,0,14.5
2013002779,2013002776,CMT,2013-01-01 00:10:47,CRD,16,0.5,0.5,3.4,0,20.4
2013002780,2013002777,CMT,2013-01-01 00:10:47,CRD,6,0.5,0.5,1.4,0,8.4
2013002781,2013002778,CMT,2013-01-01 00:10:47,CRD,7.5,0.5,0.5,1.7,0,10.2
2013002782,2013002779,CMT,2013-01-01 00:10:47,CRD,5.5,0.5,0.5,1.5,0,8
2013002783,2013002780,CMT,2013-01-01 00:10:48,CSH,12.5,0.5,0.5,0,0,13.5
2013002784,2013002781,CMT,2013-01-01 00:10:48,CSH,6,0.5,0.5,0,0,7
2013000200,2013000200,CMT,2013-01-01 00:10:48,CSH,23.5,0.5,0.5,0,0,24.5
2013002072,2013002069,CMT,2013-01-01 00:10:48,NOC,33,0,0,0,0,33
2013002785,2013002782,CMT,2013-01-01 00:10:49,CRD,20,0.5,0.5,0.02,0,21.02
2013002786,2013002783,CMT,2013-01-01 00:10:49,CSH,17.5,0.5,0.5,0,0,18.5
2013002787,2013002784,CMT,2013-01-01 00:10:49,CRD,24,0.5,0.5,5,0,30
2013002788,2013002785,CMT,2013-01-01 00:10:50,CSH,5.5,0.5,0.5,0,0,6.5
2013002789,2013002786,CMT,2013-01-01 00:10:50,CSH,3.5,0.5,0.5,0,0,4.5
2013002790,2013002787,CMT,2013-01-01 00:10:51,CSH,13,0.5,0.5,0,0,14
2013002791,2013002788,CMT,2013-01-01 00:10:51,CSH,5.5,0.5,0.5,0,0,6.5
2013002792,2013002789,CMT,2013-01-01 00:10:52,CRD,52,0,0.5,0,4.8,57.3
2013002793,2013002790,CMT,2013-01-01 00:10:52,CSH,18,0.5,0.5,0,0,19
2013002794,2013002791,CMT,2013-01-01 00:10:52,CSH,12,0.5,0.5,0,0,13
2013002795,2013002792,CMT,2013-01-01 00:10:53,CRD,15.5,0.5,0.5,4.1,0,20.6
2013002796,2013002793,CMT,2013-01-01 00:10:53,CSH,9,0.5,0.5,0,0,10
2013002797,2013002794,CMT,2013-01-01 00:10:53,CSH,6.5,0.5,0.5,0,0,7.5
2013002798,2013002795,CMT,2013-01-01 00:10:53,CRD,5,0.5,0.5,1.8,0,7.8
2013002799,2013002796,CMT,2013-01-01 00:10:53,CSH,6.5,0.5,0.5,0,0,7.5
2013002800,2013002797,CMT,2013-01-01 00:10:53,CSH,44,0.5,0.5,0,0,45
2013002801,2013002798,CMT,2013-01-01 00:10:54,CRD,24.5,0.5,0.5,5.1,0,30.6
2013002802,2013002799,CMT,2013-01-01 00:10:54,CRD,38.5,0.5,0.5,0.5,0,40
2013002803,2013002800,CMT,2013-01-01 00:10:55,CSH,52,0,0.5,0,0,52.5
2013001044,2013001041,CMT,2013-01-01 00:10:55,CSH,24,0.5,0.5,0,0,25
2013002804,2013002801,CMT,2013-01-01 00:10:55,CRD,7.5,0.5,0.5,2.12,0,10.62
2013002805,2013002802,CMT,2013-01-01 00:10:55,CSH,3.5,0.5,0.5,0,0,4.5
2013002806,2013002803,CMT,2013-01-01 00:10:55,CSH,5.5,0.5,0.5,0,0,6.5
2013002807,2013002804,CMT,2013-01-01 00:10:55,CRD,6,0.5,0.5,1.4,0,8.4
2013002808,2013002805,CMT,2013-01-01 00:10:55,CRD,12.5,0.5,0.5,13,0,26.5
2013002809,2013002806,CMT,2013-01-01 00:10:56,CRD,26.5,0.5,0.5,5.5,0,33
2013002810,2013002807,CMT,2013-01-01 00:10:56,CSH,7,0.5,0.5,0,0,8
2013002811,2013002808,CMT,2013-01-01 00:10:56,CSH,13,0.5,0.5,0,0,14
2013002812,2013002809,CMT,2013-01-01 00:10:57,CSH,6,0.5,0.5,0,0,7
2013002813,2013002810,CMT,2013-01-01 00:10:57,CSH,5,0.5,0.5,0,0,6
2013002814,2013002811,CMT,2013-01-01 00:10:58,CSH,4.5,0.5,0.5,0,0,5.5
2013001325,2013001322,CMT,2013-01-01 00:10:58,CRD,7.5,0.5,0.5,1.7,0,10.2
2013002815,2013002812,CMT,2013-01-01 00:10:59,CRD,17.5,0.5,0.5,3.5,0,22
2013002816,2013002813,CMT,2013-01-01 00:10:59,CSH,42.5,0.5,0.5,0,0,43.5
2013002817,2013002814,CMT,2013-01-01 00:10:59,CRD,52,0,0.5,5.2,4.8,62.5
2013002818,2013002815,VTS,2013-01-01 00:11:00,CSH,10,0.5,0.5,0,0,11
2013002819,2013002816,VTS,2013-01-01 00:11:00,CRD,7,0.5,0.5,1.5,0,9.5
2013002820,2013002817,VTS,2013-01-01 00:11:00,CSH,7,0.5,0.5,0,0,8
2013002821,2013002818,VTS,2013-01-01 00:11:00,CSH,4,0.5,0.5,0,0,5
2013002822,2013002819,VTS,2013-01-01 00:11:00,CSH,8,0.5,0.5,0,0,9
2013002823,2013002820,VTS,2013-01-01 00:11:00,CRD,21,0.5,0.5,6.45,0,28.45
2013002824,2013002821,VTS,2013-01-01 00:11:00,CRD,6,0.5,0.5,1,0,8
2013002825,2013002822,VTS,2013-01-01 00:11:00,CSH,24,0.5,0.5,0,0,25
2013002826,2013002823,VTS,2013-01-01 00:11:00,CSH,4.5,0.5,0.5,0,0,5.5
2013002827,2013002824,VTS,2013-01-01 00:11:00,CRD,20.5,0.5,0.5,5.25,0,26.75
2013002828,2013002825,VTS,2013-01-01 00:11:00,CRD,17.5,0.5,0.5,4.5,0,23
2013002829,2013002826,VTS,2013-01-01 00:11:00,CRD,11,0.5,0.5,2,0,14
2013002830,2013002827,VTS,2013-01-01 00:11:00,CSH,8,0.5,0.5,0,0,9
2013002831,2013002828,VTS,2013-01-01 00:11:00,CRD,19.5,0.5,0.5,4,0,24.5
2013002832,2013002829,VTS,2013-01-01 00:11:00,CRD,5.5,0.5,0.5,2,0,8.5
2013002833,2013002830,VTS,2013-01-01 00:11:00,CRD,7,0.5,0.5,1.88,0,9.88
2013002834,2013002831,VTS,2013-01-01 00:11:00,CSH,9,0.5,0.5,0,0,10
2013002835,2013002832,VTS,2013-01-01 00:11:00,CRD,8.5,0.5,0.5,2.25,0,11.75
2013002836,2013002833,VTS,2013-01-01 00:11:00,CRD,12.5,0.5,0.5,3.9,0,17.4
2013002837,2013002834,VTS,2013-01-01 00:11:00,CSH,11,0.5,0.5,0,0,12
2013002838,2013002835,CMT,2013-01-01 00:11:00,CRD,6,0.5,0.5,1,0,8
2013002839,2013002836,VTS,2013-01-01 00:11:00,CSH,5.5,0.5,0.5,0,0,6.5
2013002840,2013002837,VTS,2013-01-01 00:11:00,CSH,8,0.5,0.5,0,0,9
2013002841,2013002838,VTS,2013-01-01 00:11:00,CRD,63,0,0.5,0,0,63.5
2013002842,2013002839,VTS,2013-01-01 00:11:00,CSH,6.5,0.5,0.5,0,0,7.5
2013002843,2013002840,VTS,2013-01-01 00:11:00,CSH,21,0.5,0.5,0,0,22
2013002844,2013002841,VTS,2013-01-01 00:11:00,CSH,4.5,0.5,0.5,0,0,5.5
2013002845,2013002842,VTS,2013-01-01 00:11:00,CRD,6,0.5,0.5,1.95,0,8.95
2013002846,2013002843,VTS,2013-01-01 00:11:00,CSH,11,0.5,0.5,0,0,12
2013002847,2013002844,VTS,2013-01-01 00:11:00,CSH,13.5,0.5,0.5,0,0,14.5
2013002848,2013002845,VTS,2013-01-01 00:11:00,CSH,4.5,0.5,0.5,0,0,5.5
2013002849,2013002846,VTS,2013-01-01 00:11:00,CSH,21.5,0.5,0.5,0,0,22.5
2013002850,2013002847,VTS,2013-01-01 00:11:00,CSH,13.5,0.5,0.5,0,0,14.5
2013002851,2013002848,VTS,2013-01-01 00:11:00,CRD,56.5,0.5,0.5,11.4,0,68.9
2013002852,2013002849,VTS,2013-01-01 00:11:00,CSH,7,0.5,0.5,0,0,8
2013002853,2013002850,VTS,2013-01-01 00:11:00,CSH,5,0.5,0.5,0,0,6
2013002854,2013002851,VTS,2013-01-01 00:11:00,CSH,5.5,0.5,0.5,0,0,6.5
2013002855,2013002852,VTS,2013-01-01 00:11:00,CSH,5,0.5,0.5,0,0,6
2013002856,2013002853,VTS,2013-01-01 00:11:00,CRD,5,0.5,0.5,1.1,0,7.1
2013002857,2013002854,VTS,2013-01-01 00:11:00,CSH,7,0.5,0.5,0,0,8
2013002858,2013002855,VTS,2013-01-01 00:11:00,CRD,50,0,0,10,10.25,70.25
2013002859,2013002856,VTS,2013-01-01 00:11:00,CSH,4.5,0.5,0.5,0,0,5.5
2013002860,2013002857,VTS,2013-01-01 00:11:00,CRD,23.5,0.5,0.5,0,0,24.5
2013002861,2013002858,VTS,2013-01-01 00:11:00,CSH,12.5,0.5,0.5,0,0,13.5
2013002862,2013002859,VTS,2013-01-01 00:11:00,CSH,10,0.5,0.5,0,0,11
2013002863,2013002860,VTS,2013-01-01 00:11:00,CSH,17.5,0.5,0.5,0,0,18.5
2013002864,2013002861,VTS,2013-01-01 00:11:00,CSH,5,0.5,0.5,0,0,6
2013002865,2013002862,VTS,2013-01-01 00:11:00,CRD,24.5,0.5,0.5,0,0,25.5
2013000399,2013000397,VTS,2013-01-01 00:11:00,CRD,20.5,0.5,0.5,2.5,0,24
2013002866,2013002863,VTS,2013-01-01 00:11:00,CRD,7.5,0.5,0.5,1.5,0,10
2013002867,2013002864,VTS,2013-01-01 00:11:00,CRD,9.5,0.5,0.5,2,0,12.5
2013002868,2013002865,VTS,2013-01-01 00:11:00,CRD,10,0.5,0.5,2.1,0,13.1
2013002869,2013002866,VTS,2013-01-01 00:11:00,CRD,12.5,0.5,0.5,3.25,0,16.75
2013002870,2013002867,VTS,2013-01-01 00:11:00,CSH,25,0.5,0.5,0,0,26
2013002871,2013002868,VTS,2013-01-01 00:11:00,CSH,8,0.5,0.5,0,0,9
2013002872,2013002869,VTS,2013-01-01 00:11:00,CRD,5.5,0.5,0.5,1,0,7.5
2013002873,2013002870,VTS,2013-01-01 00:11:00,CSH,3.5,0.5,0.5,0,0,4.5
2013002874,2013002871,VTS,2013-01-01 00:11:00,CSH,10.5,0.5,0.5,0,0,11.5
2013002875,2013002872,VTS,2013-01-01 00:11:00,CSH,13,0.5,0.5,0,0,14
2013002876,2013002873,VTS,2013-01-01 00:11:00,CRD,19,0.5,0.5,5.85,0,25.85
2013001093,2013001090,VTS,2013-01-01 00:11:00,CRD,7,0.5,0.5,2.5,0,10.5
2013002877,2013002874,VTS,2013-01-01 00:11:00,CRD,3.5,0.5,0.5,0.8,0,5.3
2013002878,2013002875,VTS,2013-01-01 00:11:00,CRD,21,0.5,0.5,5.38,0,27.38
2013002879,2013002876,VTS,2013-01-01 00:11:00,CRD,15,0.5,0.5,3.1,0,19.1
2013002880,2013002877,VTS,2013-01-01 00:11:00,CRD,17.5,0.5,0.5,0,0,18.5
2013002881,2013002878,VTS,2013-01-01 00:11:00,CSH,11,0.5,0.5,0,0,12
2013002882,2013002879,VTS,2013-01-01 00:11:00,CSH,5,0.5,0.5,0,0,6
2013002883,2013002880,VTS,2013-01-01 00:11:00,CRD,14,0.5,0.5,2.9,0,17.9
2013002884,2013002881,VTS,2013-01-01 00:11:00,CRD,13.5,0.5,0.5,3.5,0,18
2013002885,2013002882,VTS,2013-01-01 00:11:00,CSH,7.5,0.5,0.5,0,0,8.5
2013002886,2013002883,VTS,2013-01-01 00:11:00,CSH,6.5,0.5,0.5,0,0,7.5
2013002887,2013002884,VTS,2013-01-01 00:11:00,CRD,10.5,0.5,0.5,1,0,12.5
2013002888,2013002885,VTS,2013-01-01 00:11:00,CRD,6,0.5,0.5,1.3,0,8.3
2013002889,2013002886,VTS,2013-01-01 00:11:00,CSH,3.5,0.5,0.5,0,0,4.5
2013002890,2013002887,VTS,2013-01-01 00:11:00,CRD,5,0.5,0.5,1.1,0,7.1
2013002891,2013002888,VTS,2013-01-01 00:11:00,CRD,14.5,0.5,0.5,3,0,18.5
2013002892,2013002889,VTS,2013-01-01 00:11:00,CSH,19.5,0.5,0.5,0,0,20.5
2013002893,2013002890,VTS,2013-01-01 00:11:00,CSH,16.5,0.5,0.5,0,0,17.5
2013002894,2013002891,VTS,2013-01-01 00:11:00,CSH,11.5,0.5,0.5,0,0,12.5
2013002895,2013002892,VTS,2013-01-01 00:11:00,CSH,15,0.5,0.5,0,0,16
2013000414,2013000412,VTS,2013-01-01 00:11:00,CSH,15,0.5,0.5,0,0,16
2013002896,2013002893,VTS,2013-01-01 00:11:00,CSH,7.5,0.5,0.5,0,0,8.5
2013002897,2013002894,VTS,2013-01-01 00:11:00,CRD,11.5,0.5,0.5,2.4,0,14.9
2013002898,2013002895,VTS,2013-01-01 00:11:00,CRD,25,0.5,0.5,0,0,26
2013000137,2013000137,VTS,2013-01-01 00:11:00,CSH,15,0.5,0.5,0,0,16
2013002899,2013002896,VTS,2013-01-01 00:11:00,CSH,8.5,0.5,0.5,0,0,9.5
2013002900,2013002897,VTS,2013-01-01 00:11:00,CSH,7,0.5,0.5,0,0,8
2013002901,2013002898,VTS,2013-01-01 00:11:00,CRD,6,0.5,0.5,1.3,0,8.3
2013002902,2013002899,VTS,2013-01-01 00:11:00,CRD,39.5,0.5,0.5,8,4.8,53.3
2013002903,2013002900,VTS,2013-01-01 00:11:00,CSH,8,0.5,0.5,0,0,9
2013001782,2013001779,VTS,2013-01-01 00:11:00,CSH,11.5,0.5,0.5,0,0,12.5
2013002904,2013002901,VTS,2013-01-01 00:11:00,CRD,17,0.5,0.5,4.38,0,22.38
2013002905,2013002902,VTS,2013-01-01 00:11:00,CSH,6.5,0.5,0.5,0,0,7.5
2013002906,2013002903,VTS,2013-01-01 00:11:00,CSH,12,0.5,0.5,0,0,13
2013000418,2013000416,VTS,2013-01-01 00:11:00,CRD,23.5,0.5,0.5,0,0,24.5
2013002907,2013002904,VTS,2013-01-01 00:11:00,CRD,4.5,0.5,0.5,1,0,6.5
2013002908,2013002905,VTS,2013-01-01 00:11:00,CSH,12,0.5,0.5,0,0,13
2013002909,2013002906,VTS,2013-01-01 00:11:00,CSH,4.5,0.5,0.5,0,0,5.5
2013000835,2013000832,VTS,2013-01-01 00:11:00,CSH,4,0.5,0.5,0,0,5
2013002910,2013002907,VTS,2013-01-01 00:11:00,CSH,5.5,0.5,0.5,0,0,6.5
2013002911,2013002908,VTS,2013-01-01 00:11:00,CRD,8,0.5,0.5,1.7,0,10.7
2013002912,2013002909,VTS,2013-01-01 00:11:00,CSH,18,0.5,0.5,0,0,19
2013002913,2013002910,VTS,2013-01-01 00:11:00,CSH,10.5,0.5,0.5,0,0,11.5
2013002914,2013002911,VTS,2013-01-01 00:11:00,CRD,16,0.5,0.5,3.3,0,20.3
2013002915,2013002912,VTS,2013-01-01 00:11:00,CSH,20.5,0.5,0.5,0,0,21.5
2013002916,2013002913,VTS,2013-01-01 00:11:00,CRD,9.5,0.5,0.5,2.5,0,13
2013002917,2013002914,VTS,2013-01-01 00:11:00,CSH,24,0.5,0.5,0,0,25
2013002918,2013002915,VTS,2013-01-01 00:11:00,CRD,11.5,0.5,0.5,3,0,15.5
2013000258,2013000258,VTS,2013-01-01 00:11:00,UNK,4.5,0.5,0.5,1,0,6.5
2013002919,2013002916,VTS,2013-01-01 00:11:00,CRD,19.5,0.5,0.5,4,0,24.5
2013002920,2013002917,VTS,2013-01-01 00:11:00,CSH,13,0.5,0.5,0,0,14
2013002921,2013002918,VTS,2013-01-01 00:11:00,CRD,8,0.5,0.5,1.7,0,10.7
2013002922,2013002919,VTS,2013-01-01 00:11:00,CSH,4.5,0.5,0.5,0,0,5.5
2013002923,2013002920,VTS,2013-01-01 00:11:00,CRD,10.5,0.5,0.5,5,0,16.5
2013002924,2013002921,VTS,2013-01-01 00:11:00,CSH,5.5,0.5,0.5,0,0,6.5
2013000144,2013000144,VTS,2013-01-01 00:11:00,CSH,4.5,0.5,0.5,0,0,5.5
2013002925,2013002922,VTS,2013-01-01 00:11:00,CRD,9,0.5,0.5,1.9,0,11.9
2013002926,2013002923,VTS,2013-01-01 00:11:00,CRD,8.5,0.5,0.5,1.5,0,11
2013002927,2013002924,VTS,2013-01-01 00:11:00,CSH,20.5,0.5,0.5,0,0,21.5
2013000027,2013000027,VTS,2013-01-01 00:11:00,CRD,26.5,0.5,0.5,5.4,0,32.9
2013002928,2013002925,VTS,2013-01-01 00:11:00,CSH,14.5,0.5,0.5,0,0,15.5
2013002929,2013002926,VTS,2013-01-01 00:11:00,CSH,7.5,0.5,0.5,0,0,8.5
2013002930,2013002927,VTS,2013-01-01 00:11:00,CRD,11,0.5,0.5,2.3,0,14.3
2013002931,2013002928,VTS,2013-01-01 00:11:00,CRD,8,0.5,0.5,1.7,0,10.7
2013002932,2013002929,VTS,2013-01-01 00:11:00,CRD,10,0.5,0.5,2,0,13
2013002933,2013002930,VTS,2013-01-01 00:11:00,CRD,12,0.5,0.5,3.12,0,16.12
2013002934,2013002931,VTS,2013-01-01 00:11:00,CSH,5.5,0.5,0.5,0,0,6.5
2013002935,2013002932,VTS,2013-01-01 00:11:00,CRD,8.5,0.5,0.5,1.8,0,11.3
2013002936,2013002933,VTS,2013-01-01 00:11:00,CSH,16,0.5,0.5,0,0,17
2013002937,2013002934,VTS,2013-01-01 00:11:00,CRD,4,0.5,0.5,1,0,6
2013002938,2013002935,VTS,2013-01-01 00:11:00,CSH,10.5,0.5,0.5,0,0,11.5
2013002939,2013002936,VTS,2013-01-01 00:11:00,CSH,16,0.5,0.5,0,0,17
2013002940,2013002937,VTS,2013-01-01 00:11:00,CRD,15,0.5,0.5,3.1,0,19.1
2013002941,2013002938,VTS,2013-01-01 00:11:00,CSH,9,0.5,0.5,0,0,10
2013002942,2013002939,VTS,2013-01-01 00:11:00,CRD,10,0.5,0.5,4,0,15
2013000623,2013000620,VTS,2013-01-01 00:11:00,CSH,15,0.5,0.5,0,0,16
2013002943,2013002940,VTS,2013-01-01 00:11:00,CRD,18.5,0.5,0.5,0,0,19.5
2013002944,2013002941,VTS,2013-01-01 00:11:00,CSH,19.5,0.5,0.5,0,4.8,25.3
2013002945,2013002942,VTS,2013-01-01 00:11:00,CSH,26.5,0.5,0.5,0,0,27.5
2013002946,2013002943,VTS,2013-01-01 00:11:00,CSH,10,0.5,0.5,0,0,11
2013002947,2013002944,VTS,2013-01-01 00:11:00,CSH,5.5,0.5,0.5,0,0,6.5
2013002948,2013002945,VTS,2013-01-01 00:11:00,CSH,10,0.5,0.5,0,0,11
2013002949,2013002946,VTS,2013-01-01 00:11:00,CRD,8.5,0.5,0.5,2.25,0,11.75
2013000867,2013000864,VTS,2013-01-01 00:11:00,CRD,11,0.5,0.5,2.3,0,14.3
2013002950,2013002947,VTS,2013-01-01 00:11:00,CSH,7.5,0.5,0.5,0,0,8.5
2013002951,2013002948,VTS,2013-01-01 00:11:00,CSH,12,0.5,0.5,0,0,13
2013002952,2013002949,VTS,2013-01-01 00:11:00,CRD,5.5,0.5,0.5,1.2,0,7.7
2013002953,2013002950,VTS,2013-01-01 00:11:00,CRD,10.5,0.5,0.5,2.2,0,13.7
2013002954,2013002951,VTS,2013-01-01 00:11:00,CSH,7.5,0.5,0.5,0,0,8.5
2013002955,2013002952,VTS,2013-01-01 00:11:00,CSH,14,0.5,0.5,0,0,15
2013002956,2013002953,VTS,2013-01-01 00:11:00,CRD,20,0.5,0.5,4.1,0,25.1
2013000633,2013000630,VTS,2013-01-01 00:11:00,CRD,7.5,0.5,0.5,1.6,0,10.1
2013002957,2013002954,VTS,2013-01-01 00:11:00,CRD,8,0.5,0.5,1.7,0,10.7
2013002958,2013002955,VTS,2013-01-01 00:11:00,CSH,11,0.5,0.5,0,0,12
2013002959,2013002956,VTS,2013-01-01 00:11:00,CRD,15.5,0.5,0.5,1.5,0,18
2013002960,2013002957,VTS,2013-01-01 00:11:00,CRD,21,0.5,0.5,4.3,0,26.3
2013002961,2013002958,VTS,2013-01-01 00:11:00,CRD,11,0.5,0.5,2.88,0,14.88
2013002962,2013002959,VTS,2013-01-01 00:11:00,CRD,4,0.5,0.5,0,0,5
2013002963,2013002960,VTS,2013-01-01 00:11:00,CSH,17,0.5,0.5,0,0,18
2013002964,2013002961,VTS,2013-01-01 00:11:00,CSH,10.5,0.5,0.5,0,0,11.5
2013002965,2013002962,VTS,2013-01-01 00:11:00,CSH,28.5,0.5,0.5,0,0,29.5
2013002966,2013002963,VTS,2013-01-01 00:11:00,CRD,11.5,0.5,0.5,3.6,0,16.1
2013002967,2013002964,VTS,2013-01-01 00:11:00,CSH,4.5,0.5,0.5,0,0,5.5
2013002968,2013002965,VTS,2013-01-01 00:11:00,CSH,10.5,0.5,0.5,0,0,11.5
2013002969,2013002966,VTS,2013-01-01 00:11:00,CSH,12,0.5,0.5,0,0,13
2013002970,2013002967,VTS,2013-01-01 00:11:00,CSH,8.5,0.5,0.5,0,0,9.5
2013002971,2013002968,VTS,2013-01-01 00:11:00,CRD,21.5,0.5,0.5,6.6,0,29.1
